PropertyID,PropertyStreetCode,PropertyTown,PropertyCounty,PropertyCurrentStatus,PropertyType,PropertyAreaOffice,PropertyOwningBody,PropertyLocalAuthorityArea,PropertySubType,PropertyStyle,YearOfConstruction,BedSpaces
U12459,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Terraced House,2021,2
U12461,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,3
U12462,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,3
U12464,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Terraced House,2021,2
U12466,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,3
U12468,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,3
U12470,Ledwill Park,Kilcock,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12472,Ledwill Park,Kilcock,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,2
U12473,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12477,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Semi-detached House,2021,3
U12480,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,2
U12481,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,2
U12482,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12484,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12486,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12488,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12493,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12494,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12495,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,2
U12496,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12497,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U13123,Sli na Coille,Tramore,Co. Waterford,Occupied,Property,Robert O'Keeffe,Residential In Management,Waterford City and County ,General Needs,Terraced House,2022,2
U13125,Sli na Coille,Tramore,Co. Waterford,Occupied,Property,Robert O'Keeffe,Residential In Management,Waterford City and County ,General Needs,Terraced House,2022,3
U13128,Sli na Coille,Tramore,Co. Waterford,Occupied,Property,Robert O'Keeffe,Residential In Management,Waterford City and County ,General Needs,Terraced House,2022,3
U13130,Sli na Coille,Tramore,Co. Waterford,Occupied,Property,Robert O'Keeffe,Residential In Management,Waterford City and County ,General Needs,Terraced House,2022,2
U13131,Sli na Coille,Tramore,Co. Waterford,Occupied,Property,Robert O'Keeffe,Residential In Management,Waterford City and County ,General Needs,Terraced House,2022,2
U13133,Sli na Coille,Tramore,Co. Waterford,Occupied,Property,Robert O'Keeffe,Residential In Management,Waterford City and County ,General Needs,Terraced House,2022,3
U13135,Sli na Coille,Tramore,Co. Waterford,Occupied,Property,Robert O'Keeffe,Residential In Management,Waterford City and County ,General Needs,Terraced House,2022,2
U13136,Sli na Coille,Tramore,Co. Waterford,Occupied,Property,Robert O'Keeffe,Residential In Management,Waterford City and County ,General Needs,Terraced House,2022,3
U13088,Morristown The Paddocks CREL,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2022,2
U13089,Morristown The Paddocks CREL,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2022,2
U13093,Morristown The Paddocks CREL,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2022,2
U13094,Morristown The Paddocks CREL,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2022,2
U13096,Morristown The Paddocks CREL,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2022,1
U13098,Morristown The Paddocks CREL,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2022,2
U13101,Morristown The Paddocks CREL,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2022,1
U13103,Morristown The Paddocks CREL,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2022,2
U12130,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12134,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12135,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12140,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12141,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12148,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12150,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12151,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12154,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12155,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,3
U12156,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12159,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12160,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12163,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12164,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12168,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12169,Abbey Square,Baunacloka,Co. Limerick,Occupied,Property,Mick Concannon,Residential In Management,Limerick City & County ,Older Persons - Sheltered,Terraced House,2021,2
U12170,Abbey Square,Baunacloka,Co. Limerick,Occupied,Property,Mick Concannon,Residential In Management,Limerick City & County ,Older Persons - Sheltered,Terraced House,2021,2
U12172,Abbey Square,Baunacloka,Co. Limerick,Occupied,Property,Mick Concannon,Residential In Management,Limerick City & County ,Older Persons - Sheltered,Terraced House,2021,2
4243,Burnell Court,Malahide Road,Dublin 17,Occupied,Property,Sarah Mallon,Residential In Management,Dublin City ,General Needs,Apartment,2006,2
U13014,The Gallops,Cavan,Co. Cavan,Pre-acquisition Void,Property,Aimee McGee,In Development - pre closing,Cavan County ,General Needs,Semi-detached House,2022,3
U13016,The Gallops,Cavan,Co. Cavan,Pre-acquisition Void,Property,Aimee McGee,In Development - pre closing,Cavan County ,General Needs,Semi-detached House,2022,3
U13017,The Gallops,Cavan,Co. Cavan,Pre-acquisition Void,Property,Aimee McGee,In Development - pre closing,Cavan County ,General Needs,Semi-detached House,2022,3
U13018,The Gallops,Cavan,Co. Cavan,Pre-acquisition Void,Property,Aimee McGee,In Development - pre closing,Cavan County ,General Needs,Semi-detached House,2022,2
U13020,The Gallops,Cavan,Co. Cavan,Pre-acquisition Void,Property,Aimee McGee,In Development - pre closing,Cavan County ,General Needs,Semi-detached House,2022,2
U13024,The Gallops,Cavan,Co. Cavan,Pre-acquisition Void,Property,Aimee McGee,In Development - pre closing,Cavan County ,General Needs,Semi-detached House,2022,2
U13026,The Gallops,Cavan,Co. Cavan,Pre-acquisition Void,Property,Aimee McGee,In Development - pre closing,Cavan County ,General Needs,Semi-detached House,2022,3
U13028,The Gallops,Cavan,Co. Cavan,Pre-acquisition Void,Property,Aimee McGee,In Development - pre closing,Cavan County ,General Needs,Semi-detached House,2022,3
U13030,The Gallops,Cavan,Co. Cavan,Pre-acquisition Void,Property,Aimee McGee,In Development - pre closing,Cavan County ,General Needs,Semi-detached House,2022,4
U13031,The Gallops,Cavan,Co. Cavan,Pre-acquisition Void,Property,Aimee McGee,In Development - pre closing,Cavan County ,General Needs,Semi-detached House,2022,4
U13032,The Gallops,Cavan,Co. Cavan,Pre-acquisition Void,Property,Aimee McGee,In Development - pre closing,Cavan County ,General Needs,Semi-detached House,2022,4
U13701,Sallymills,Clondalkin,Co. Dublin,Pre-acquisition Void,Property,Eimear Lynch,In Development - pre closing,South Dublin County ,Older Persons - Sheltered,Apartment,2022,1
U13702,Sallymills,Clondalkin,Co. Dublin,Pre-acquisition Void,Property,Eimear Lynch,In Development - pre closing,South Dublin County ,Older Persons - Sheltered,Apartment,2022,1
U13703,Sallymills,Clondalkin,Co. Dublin,Pre-acquisition Void,Property,Eimear Lynch,In Development - pre closing,South Dublin County ,Older Persons - Sheltered,Apartment,2022,1
U13704,Sallymills,Clondalkin,Co. Dublin,Pre-acquisition Void,Property,Eimear Lynch,In Development - pre closing,South Dublin County ,Older Persons - Sheltered,Apartment,2022,1
U13705,Sallymills,Clondalkin,Co. Dublin,Pre-acquisition Void,Property,Eimear Lynch,In Development - pre closing,South Dublin County ,Older Persons - Sheltered,Apartment,2022,2
U13706,Sallymills,Clondalkin,Co. Dublin,Pre-acquisition Void,Property,Eimear Lynch,In Development - pre closing,South Dublin County ,Older Persons - Sheltered,Apartment,2022,1
U13120,Sli na Coille,Tramore,Co. Waterford,Occupied,Property,Robert O'Keeffe,Residential In Management,Waterford City and County ,General Needs,Semi-detached House,2022,3
2890,Laburnum Square,Pelletstown,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Dublin City ,General Needs,Apartment,2007,2
2141,Liosan Court,Newcastle West,Co. Limerick,Property Services Void,Property,Mick Concannon,Residential In Management,Limerick City & County ,Older Persons - Sheltered,Apartment,2007,2
U11706,Greenpark West,Mullingar,Co. Westmeath,Occupied,Property,Aimee McGee,Residential In Management,Westmeath County ,General Needs,Semi-detached House,2021,3
U11707,Greenpark West,Mullingar,Co. Westmeath,Occupied,Property,Aimee McGee,Residential In Management,Westmeath County ,General Needs,Semi-detached House,2021,3
U11709,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,1
U11714,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,2
U11715,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,1
U11718,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,2
U11720,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,1
U11723,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,2
U11725,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,1
U11726,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,1
U11727,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,2
U11728,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,2
U11732,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,1
U11733,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,2
U11736,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,2
U11737,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,1
U11739,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,1
U11741,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,2
U12411,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,1
U12412,Cahirdown Wood ,Listowel ,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Semi-detached House,2021,3
U12413,Cahirdown Wood ,Listowel ,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Semi-detached House,2021,3
U12416,Cahirdown Wood ,Listowel ,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Semi-detached House,2021,2
U12418,Cahirdown Wood ,Listowel ,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Semi-detached House,2021,3
U12419,Cahirdown Wood ,Listowel ,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Semi-detached House,2021,3
U12423,Cahirdown Wood ,Listowel ,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Semi-detached House,2021,3
U12426,Moanmore,Castleisland ,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Semi-detached House,2021,2
U12427,Moanmore,Castleisland ,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Semi-detached House,2021,2
U12430,Moanmore,Castleisland ,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Terraced House,2021,3
U12431,Moanmore,Castleisland ,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Terraced House,2021,3
U12433,Moanmore,Castleisland ,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Terraced House,2021,3
U12436,Moanmore,Castleisland ,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Bungalow -semi-detached,2021,3
U12438,Gort na hAbhana ,Ennis ,Co. Clare,Occupied,Property,Aimee McGee,Residential In Management,Clare County ,General Needs,Terraced House,2006,3
U12441,Gort na hAbhana ,Ennis ,Co. Clare,Occupied,Property,Aimee McGee,Residential In Management,Clare County ,General Needs,Terraced House,2006,3
U12442,Gort na hAbhana ,Ennis ,Co. Clare,Occupied,Property,Aimee McGee,Residential In Management,Clare County ,General Needs,Terraced House,2006,3
U12446,Ashewood,Ashbourne ,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Detached House,2021,4
U12448,Ashewood,Ashbourne ,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Semi-detached House,2021,3
U12449,Ashewood,Ashbourne ,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Semi-detached House,2021,3
U12451,Ashewood,Ashbourne ,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Semi-detached House,2021,3
U12452,Ashewood,Ashbourne ,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Semi-detached House,2021,3
U11665,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Apartment,2021,1
U11667,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Apartment,2021,1
U11673,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,3
U11674,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,3
U11675,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,4
U11676,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,4
U11680,Dodderbrook,Ballycullen,Dublin 24,Occupied,Property,Brian Lambe,Residential In Management,South Dublin County ,General Needs,Duplex,2021,3
U11681,Dodderbrook,Ballycullen,Dublin 24,Occupied,Property,Brian Lambe,Residential In Management,South Dublin County ,General Needs,Duplex,2021,3
U11683,Dodderbrook,Ballycullen,Dublin 24,Occupied,Property,Brian Lambe,Residential In Management,South Dublin County ,General Needs,Apartment,2021,2
U11684,Dodderbrook,Ballycullen,Dublin 24,Occupied,Property,Brian Lambe,Residential In Management,South Dublin County ,General Needs,Duplex,2021,3
U11686,Greenpark West,Mullingar,Co. Westmeath,Occupied,Property,Aimee McGee,Residential In Management,Westmeath County ,General Needs,Detached House,2021,4
U11689,Greenpark West,Mullingar,Co. Westmeath,Occupied,Property,Aimee McGee,Residential In Management,Westmeath County ,General Needs,Semi-detached House,2021,3
U11691,Greenpark West,Mullingar,Co. Westmeath,Occupied,Property,Aimee McGee,Residential In Management,Westmeath County ,General Needs,Semi-detached House,2021,3
U11692,Greenpark West,Mullingar,Co. Westmeath,Occupied,Property,Aimee McGee,Residential In Management,Westmeath County ,General Needs,Semi-detached House,2021,3
U11694,Greenpark West,Mullingar,Co. Westmeath,Occupied,Property,Aimee McGee,Residential In Management,Westmeath County ,General Needs,Semi-detached House,2021,3
U11696,Greenpark West,Mullingar,Co. Westmeath,Occupied,Property,Aimee McGee,Residential In Management,Westmeath County ,General Needs,Semi-detached House,2021,3
U11698,Greenpark West,Mullingar,Co. Westmeath,Occupied,Property,Aimee McGee,Residential In Management,Westmeath County ,General Needs,Semi-detached House,2021,3
U11702,Greenpark West,Mullingar,Co. Westmeath,Occupied,Property,Aimee McGee,Residential In Management,Westmeath County ,General Needs,Semi-detached House,2021,3
U11704,Greenpark West,Mullingar,Co. Westmeath,Occupied,Property,Aimee McGee,Residential In Management,Westmeath County ,General Needs,Semi-detached House,2021,3
U11705,Greenpark West,Mullingar,Co. Westmeath,Occupied,Property,Aimee McGee,Residential In Management,Westmeath County ,General Needs,Semi-detached House,2021,3
U12089,Páirc na gCon,Enniscorthy,Co. Wexford,Occupied,Property,Robert O'Keeffe,Residential In Management,Wexford County ,General Needs,Detached House,2021,4
U12092,Páirc na gCon,Enniscorthy,Co. Wexford,Occupied,Property,Robert O'Keeffe,Residential In Management,Wexford County ,General Needs,Detached House,2021,3
U12093,Páirc na gCon,Enniscorthy,Co. Wexford,Occupied,Property,Robert O'Keeffe,Residential In Management,Wexford County ,General Needs,Detached House,2021,3
U12095,Páirc na gCon,Enniscorthy,Co. Wexford,Occupied,Property,Robert O'Keeffe,Residential In Management,Wexford County ,General Needs,Detached House,2021,4
U12097,Páirc na gCon,Enniscorthy,Co. Wexford,Occupied,Property,Robert O'Keeffe,Residential In Management,Wexford County ,General Needs,Semi-detached House,2021,3
U12102,Páirc na gCon,Enniscorthy,Co. Wexford,Occupied,Property,Robert O'Keeffe,Residential In Management,Wexford County ,General Needs,Terraced House,2021,3
U12103,Páirc na gCon,Enniscorthy,Co. Wexford,Occupied,Property,Robert O'Keeffe,Residential In Management,Wexford County ,General Needs,Terraced House,2021,3
U12104,Páirc na gCon,Enniscorthy,Co. Wexford,Occupied,Property,Robert O'Keeffe,Residential In Management,Wexford County ,General Needs,Terraced House,2021,3
U12105,Páirc na gCon,Enniscorthy,Co. Wexford,Occupied,Property,Robert O'Keeffe,Residential In Management,Wexford County ,General Needs,Terraced House,2021,3
U12107,Páirc na gCon,Enniscorthy,Co. Wexford,Occupied,Property,Robert O'Keeffe,Residential In Management,Wexford County ,General Needs,Duplex,2021,3
U12108,Páirc na gCon,Enniscorthy,Co. Wexford,Occupied,Property,Robert O'Keeffe,Residential In Management,Wexford County ,General Needs,Apartment,2021,2
U12111,Páirc na gCon,Enniscorthy,Co. Wexford,Occupied,Property,Robert O'Keeffe,Residential In Management,Wexford County ,General Needs,Duplex,2021,3
U12114,Páirc na gCon,Enniscorthy,Co. Wexford,Occupied,Property,Robert O'Keeffe,Residential In Management,Wexford County ,General Needs,Apartment,2021,2
U12117,Páirc na gCon,Enniscorthy,Co. Wexford,Occupied,Property,Robert O'Keeffe,Residential In Management,Wexford County ,General Needs,Duplex,2021,3
U12118,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,1
U12119,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12121,Robinhill,Dundrum,Co. Dublin,Housing Void,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12122,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12123,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12126,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12127,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12380,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,3
U12381,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12382,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,1
U12383,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12386,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12388,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,3
U12389,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12391,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12393,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12394,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,3
U12399,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12400,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,1
U12402,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,1
U12403,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12405,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,1
U12406,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12409,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,3
U12973,Orchard Close,Kilkenny,Co. Kilkenny,Occupied,Property,Robert O'Keeffe,Residential In Management,Kilkenny County ,General Needs,Terraced House,2022,3
U12976,Orchard Close,Kilkenny,Co. Kilkenny,Occupied,Property,Robert O'Keeffe,Residential In Management,Kilkenny County ,General Needs,Terraced House,2022,3
U12977,Orchard Close,Kilkenny,Co. Kilkenny,Occupied,Property,Robert O'Keeffe,Residential In Management,Kilkenny County ,General Needs,Terraced House,2022,3
U12978,Orchard Close,Kilkenny,Co. Kilkenny,Occupied,Property,Robert O'Keeffe,Residential In Management,Kilkenny County ,General Needs,Terraced House,2022,3
